iteration,objective
0,0.6041294365205552
1,0.457932911470577
2,0.4076461121275709
3,0.32876187369930265
4,0.32876187369930265
5,0.32843719365767693
6,0.32843719365767693
7,0.32828406924019293
8,0.32827455302506314
9,0.328178301481969
10,0.32812784297652003
11,0.32812784297652003
12,0.3281189661499891
13,0.3281098472875523
14,0.3281041142630025
15,0.32810104938338314
16,0.328097178770751
17,0.328097178770751
18,0.32809480784615974
19,0.32809480784615974
20,0.32809478576702705
21,0.32809399290285063
22,0.3280936614860596
23,0.3280936614860596
24,0.3280936614860596
25,0.3280936614860596
26,0.32809361584533103
27,0.32809361584533103
28,0.32809361584533103
29,0.3280935929217811
30,0.3280935816776726
31,0.3280935787939431
32,0.3280935787939431
33,0.3280935785768716
34,0.3280935785768716
35,0.3280935785768716
36,0.3280935785768716
37,0.3280935785768716
38,0.3280935785768716
39,0.3280935785768716
40,0.3280935785768716
41,0.3280935785768716
42,0.3280935785768716
43,0.3280935785768716
44,0.3280935785768716
45,0.3280935785768716
46,0.3280935785768716
47,0.3280935785768716
48,0.3280935785768716
49,0.3280935785768716
50,0.3280935785768716
51,0.3280935785768716
52,0.3280935785768716
53,0.3280935785768716
54,0.3280935785768716
55,0.3280935785768716
56,0.3280935785768716
57,0.3280935785768716
58,0.3280935785768716
59,0.3280935785768716
60,0.3280935785768716
61,0.3280935785768716
62,0.3280935785768716
63,0.3280935785768716
64,0.3280935785768716
65,0.3280935785768716
66,0.3280935785768716
67,0.3280935785768716
68,0.3280935785768716
69,0.3280935785768716
70,0.3280935785768716
71,0.3280935785768716
72,0.3280935785768716
73,0.32809357857648114
74,0.32809357857595217
75,0.3280935785754361
76,0.32809357857507976
